atmosphere,city,cleanliness,country,description,distance,facilities,kind,location,name,price,rating,rating_cat,reviews,security,services,staff,value_for_money
,Cebu,,Philippines,"Conveniently located just beside Mactan Cebu Airport, Transit Point Hostel promises to be your perfect starting point around the must sees of Metro Cebu and beyond. We are just a few minutes away from the shopping centers, offices, restaurants and other tourist spots. The Transit PointHostel - Mactan also offers many facilities to enrich your stay in Cebu. Top features of the hotel include free Wi-Fi in all rooms, 24-hour security, daily housekeeping, photocopying, 24-hour front desk. All guest accommodations feature thoughtful amenities to ensure an unparalleled sense of comfort.  View House Rules  ",7.9,,Hostel,,Transit Point Hostel - Mactan Cebu,US$13.18,,No Rating,0,,"Free Parking, Free WiFi, Adaptors, Air Conditioning, Breakfast Not Included, Security Lockers, 24 Hour Reception, Housekeeping, Luggage Storage, Wake-up calls, Cafe, Mini-Supermarket, Restaurant",,
,Cebu,,Philippines,"77 spacious and fully equipped deluxe and suites feature high quality furnishings, air conditioned bedrooms & living areas. Colorful rooms provide a cheery and tropical oasis where you can rest between excursions both on and off the property. A large centrally located pool area with separate children and adult's swimming pools, restaurant and a range of other convenient services combine to provide all the ingredients for a totally hassle free holiday. Whether you are planning a quiet escape from your busy schedule, a fun getaway with friends, family holiday, wedding or romantic honeymoon– Sotogrande Hotel and Resort is the perfect island hotel which will give you a wonderful experience you'll never forget.  View House Rules  ",13.9,,Hotel,,Sotogrande Hotel and Resort,US$51.42,,No Rating,0,,"Free Breakfast, Free Internet Access, Free Parking, Free WiFi, Adaptors, Air Conditioning, Cable TV, Elevator, Fitness Centre, Hair Dryers, Hot Showers, Key Card Access, Meeting Rooms, Outdoor Swimming Pool, Outdoor Terrace, Parking, Reading Light, Safe Deposit Box, Swimming Pool, Wheelchair Friendly, 24 Hour Reception, 24 Hour Security, Airport Transfers, Housekeeping, Internet Access, Luggage Storage, Bar, Café, Minibar, Restaurant, Tea & Coffee Making Facilities",,
,Cebu,,Philippines,"18 Suites is a brand new boutique hotel located near night spots, tourist areas, and business hubs. Situated in Lahug, Cebu City, restaurants are plentiful in the area. The IT Park is also nearby. We offer very comfortable rooms, friendly staff, and great location at an affordable price! All our rooms are air-conditioned and come with private bathroom (with hot and cold shower), hair dryer, towel, toiletries, cable TV, electronic safe, free wifi, and complimentary drinking water. Daily housekeeping is available. Terms and conditions: Free Cancellation:3 Days before the arrival without being charged by the property Check in from 14:00 Check out Before 12:00nn Payment on Arrival: Cash Only Tax Not Included, extra 12.00% Breakfast Not Included No Smoking in the whole hostel Reception working hours 24 hours  View House Rules  ",1.6,,Hotel,,18 Suites,US$13.35,,No Rating,0,,"Free Internet Access, Air Conditioning, Cable TV, 24 Hour Reception, 24 Hour Security, Late check-out, Wi-Fi",,
,Cebu,,Philippines,"Food District Hostel - Cebu Central is the Best starting point in your CEBU stop. We are just few meter away to malls, convenience stores, pub district, bars, business district, and other tourist attractions. We offer the best quality and best valued accommodation for travelers on a budget! Our LOCATION: 1 minute to IT Park and Restaurants 1 minute to Hole in the wall Bars and Restos 8 minute to bus station terminal ( heading to Bantayan,Moalboal, etc) 8 minutes to and from the Seaport  (heading to Iloilo, Bohol, etc) 20 minutes to and from the Airport ***Property Policies & Conditions: 1. Cash welcome when check in at the property. 2. At least 3 days advance notice for free cancellation. 3. Check in is 2pm and check out is 12 noon.  View House Rules  ",1.4,,Hostel,,Food District Hostel - Cebu Central,US$7.51,,No Rating,40,,"Free WiFi, Bicycle Parking, Breakfast Not Included, Fridge/Freezer, Microwave, Self-Catering Facilities, Utensils, 24 Hour Reception, 24 Hour Security, Housekeeping, Internet Access, Luggage Storage, Towels for hire",,
2.0,Cebu,4.0,Philippines,"SR Hotels provides affordable accommodation for travelers to Cebu. We offer free and paid amenities for your stay. We offer free use of the drinking water, hot shower, and WiFi is free in the rooms. Bedlinens, towels, and other toiletries have an additional charge. If you are planning to spend a vacation in Cebu, stay in this vacation rental for an unforgettable and unique experience. Bring your friends, special someone or relatives with you and make moments together. We always want our clients to enjoy and live their lives to the fullest through providing unlimited fun and adventure. Terms and Conditions: Free Cancellation:3 Days before the arrival without being charged by the property Check in from 1500H Check out Before 1200H Payment on Arrival:Cash Only Tax Not Included, extra 10% BreakfastNot Included NO smoking in Room, but have smoking area Age Restriction: 18yrs+ Reception working hours by appointment(from 3pm-9pm )  View House Rules  ",4,4.0,Hostel,6.0,SR Hostel,US$5.69,4.6,Rating,13,2.0,"Free WiFi, Air Conditioning, Breakfast Not Included, Hair Dryers, Hot Showers, Indoor Swimming Pool, Linen Not Included, Microwave, Security Lockers, Towels for hire, Cafe",8.0,6.0
10.0,Cebu,10.0,Philippines,"Introducing our first wave of 3 newly constructed Modern accommodations Modern communal bathroom, shower, sink & WC These have been constructed to a Western High standard fusing Native & local products. The resort has undergone a major modern renovation. These budget/backpackers room boast a very powerful ceiling fan, solid wood double-decker beds with storage and a very comfortable mattress. Just 3km from Kawasan Falls Good for 2 pax on the beach close to all the Top Attractions in and around Alegria. Transport service available. Terms and Conditions: Free Cancellation：2 Days before the arrival without being charged by the property Check in from 1:00 PM Check out Before 10.30am Payment on Arriva:Cash Only Tax Included Breakfast Not Included Reception working hours 24 hours  View House Rules  ",89.2,10.0,Bed and Breakfast,10.0,Alegria Dive Resort,US$11.87,10.0,Superb,1,10.0,"Free Parking, Free WiFi, Breakfast Not Included, Ceiling Fan, Parking, Airport Transfers, Housekeeping, Internet Access, Laundry Facilities, Meals Available, Wi-Fi",10.0,10.0
,Cebu,,Philippines,"Situated along the coastline, Private Beach Studio offers peaceful and comfy accommodation with free WiFi access in the guestrooms. It operates a 24-hour front desk and provides complimentary parking on site. Fitted with tiled flooring, air-conditioned rooms include a clothes rack, dining table, a flat-screen TV and sofa seating area. DVD player and game console are also available. Rooms come with attached bathroom offering shower facility. At Private Beach Studio, guests may rent a car to explore the area and visit nearby attractions. Airport transfers and concierge services are also available. This property is also rated for the best value in Santander! Guests are getting more for their money when compared to other properties in this city. We speak your language!  View House Rules  ",117.5,,Hostel,,MDF Beach Resort,US$7.42,,No Rating,15,,"Free Internet Access, Free Parking, Free WiFi, Linen Included, Towels Included, Adaptors, Air Conditioning, BBQ, Breakfast Not Included, Cable TV, Card Phones, Ceiling Fan, Cooker, Dryer, Fridge/Freezer, Hair Dryers, Hair Dryers For Hire, Hot Showers, Hot Tub, Iron / Ironing Board, Jobs Board, Microwave, Outdoor Terrace, Parking, Reading Light, Security Lockers, Self-Catering Facilities, Utensils, Washing Machine, Wheelchair Friendly, 24 Hour Reception, 24 Hour Security, Airport Transfers, ATM, Currency Exchange, Express check-in / out, Housekeeping, Internet Access, Late check-out, Laundry Facilities, Luggage Storage, Reception (limited hours), Tours/Travel Desk, Towels for hire, Wake-up calls, Bar, Cafe, Meals Available, Mini-Supermarket, Restaurant, Tea & Coffee Making Facilities, Board Games, DVD's, Games Room, PlayStation, Wi-Fi",,
,Cebu,,Philippines,"The Rooms by Alinace @Mango offers clean cozy air conditioned rooms, with the most comfortable beds and hot/cold shower, all for such an affordable price. Asides from its pricing the establishment is very accessible to all the busiest and popular districts of Cebu which is perfect for travelers or even those who are looking to do a city staycation. For solo travelers or backpackers looking for a cheaper option we offer our backpacker dorm rooms complete with bed lamp, bag locker and hot/cold shared shower. For those looking for a more private stay we have our standard rooms available and for those in a larger group we have our family rooms. Terms and conditions: Cancellation policy: 3 days before arrival. In case of a late cancellation or No Show, you will be charged the first night of your stay. Check in from 12:00 to 23:00 . Check out before 12:00 . Reception is 24 hours Payment upon arrival by cash, credit cards. Taxes included. Breakfast not included. No curfew. Child friendly but children are allowed only in private rooms. Non smoking but have designated area for smoking.  View House Rules  ",3.9,,Hostel,,The Rooms by Alinace @Mango,US$12.80,,No Rating,0,,"Free WiFi, Dryer, Security Lockers, 24 Hour Reception, 24 Hour Security, Housekeeping, Luggage Storage, Wi-Fi",,
8.0,Cebu,3.0,Philippines,"Situated in Cebu City, Resort Cebu boasts a year-round outdoor pool and terrace. Guests can enjoy the on-site restaurant. Free WiFi is featured throughout the property and free private parking is available on site. Every room is fitted with a flat-screen cable TV. Some units feature a seating area for your convenience. Certain rooms include views of the pool or garden. There is a shared lounge at the property. You can play billiards and darts at the resort. Mactan is 11 km from Resort Cebu, while Mandaue City is 9 km away. The nearest airport is Mactan Cebu International Airport, 9 km from the property. Terms and conditions: Cancellation policy: 14 days before arrival. In case of a late cancellation or No Show, you will be charged the first night of your stay. Check in from 14:00 to 22:00 . Check out before 12:00 . Reception hours: 07:00-22:00 Taxes included. Breakfast not included. No curfew. Pet friendly. Child friendly but only allowed in private rooms No Smoking but have a smoking area  View House Rules  ",14,8.0,Hostel,8.0,Resort Cebu,US$7.91,7.6,Very Good,2,8.0,"Free Parking, Free WiFi, Linen Included, Towels Included, Air Conditioning, Breakfast Not Included, Cable TV, Children's Play Area, Hot Showers, Outdoor Swimming Pool, Outdoor Terrace, Parking, Swimming Pool, Airport Transfers, Express check-in / out, Housekeeping, Luggage Storage, Reception (limited hours), Tours/Travel Desk, Bar, Restaurant, Pool Table, Wi-Fi",9.0,9.0
7.3,Cebu,8.7,Philippines,"8 Street Guesthouse is an inexpensive hostel in Cebu City, Philippines. You can stay in a separate dormitory for men and women. We also have a fan room budget for 2 persons, AIRCON room for 2, and a family room for 4 and 6 people. Wi-Fi is free in the rooms and a gazebo. There is cable TV in the common area. This guest house is just a house with a kitchen that can be used free of charge. Laundry service is also in place with minimal fees. Motorcycles and scooters can be rented on site. Other Term: Although we are open from 6 am to 9 pm, you can ring us and schedule your check in any time or very late in the evening. There will be no alcohol drinking inside the premises. Smoking is allowed in the designated area.  View House Rules  ",1.6,7.3,Hostel,8.7,8th Street Guesthouse,US$6.43,8.3,Fabulous,25,8.7,"Free Internet Access, Free Parking, Free WiFi, Linen Included, Air Conditioning, Bicycle Parking, Breakfast Not Included, Cable TV, Ceiling Fan, Common Room, Cooker, Dryer, Fridge/Freezer, Iron / Ironing Board, Key Card Access, Parking, Self-Catering Facilities, Towels Not Included, 24 Hour Reception, 24 Hour Security, Airport Transfers, Bicycle Hire, Fax Service, Housekeeping, Internet Access, Late check-out, Laundry Facilities, Luggage Storage, Reception (limited hours), Tours/Travel Desk, Towels for hire, Wake-up calls, Cafe, Mini-Supermarket, Vending Machines, DVD's, Wi-Fi",7.3,10.0
8.0,Cebu,6.0,Philippines,"Yet, guaranteed the highest quality of living standards, food, and service with the best affordable prices for budget conscious people without comprising your quality of life. There are plenty of spaces for relaxing whether you enjoy the indoors like watching TV and movies or outdoors enjoying the fresh air in the covered patio or the upper covered roof top deck overlooking the spectacular sights of Cebu and nearby Cities of Talisay and Mandaue as well as overlooking the nearby islands of Lapu-lapu and Bohol. It gives you a freshness of an urban life that satisfies your most desired days to relax, rejuvenate and have fun. We have a free parking and free WiFi access which are available within the vicinity and airport pick up available for only php500. Cebu Guest Inn is 15mins away from Tops Sky line – it is the highest point of Busay Mountain which is a famous, sightseeing spot. It’s the best place to stay after a long day of exploring.  View House Rules  ",0.7,8.0,Hostel,6.0,Cebu Guest Inn,US$5.44,7.1,Very Good,99,8.0,"Free Internet Access, Free Parking, Free WiFi, Air Conditioning, Bicycle Parking, Cable TV, Ceiling Fan, Common Room, Hot Showers, Parking, Security Lockers, Self-Catering Facilities, 24 Hour Reception, 24 Hour Security, Internet Access, Laundry Facilities, Tours/Travel Desk, Meals Available",8.0,6.0
6.0,Cebu,8.0,Philippines,"Connecting Flight Mactan Cebu  Located in Mactan. a 10minute walk from Mactan Convention Center, Connecting Flight Hostel provides air-conditioned rooms and a shared lounge. Free WiFi and a Shared kitchen are featured. Hoops Dome is a 20-minute walk from the hostel. while 10,000 Roses Cafe is 9.7 km away. This property is also rated for the best value in Mactan! Guest are getting more for their money when compared to other properties in this city. Distance in property description is calculated using OpenStreetMap. Terms and conditions: Cancellation policy: 1 day before arrival. In case of a late cancellation or No Show, you will be charged the first night of your stay. Check in from 14:00 to 23:00 . Check out before 12:00 . Reception hours: 24 hours Children are allowed in private rooms only Payment upon arrival by cash. Taxes included. Breakfast not included. No curfew. Child friendly. No Smoking but with smoking area  View House Rules  ",7.7,7.0,Hostel,10.0,Connecting Flight Hostel,US$8.06,7.4,Very Good,4,5.0,"Free Parking, Free WiFi, Linen Included, Air Conditioning, Breakfast Not Included, Parking, Utensils, 24 Hour Reception, Internet Access, Wake-up calls, Wi-Fi",8.0,8.0
4.0,Cebu,4.0,Philippines,"This modern building is located just a 10-minute drive to the beautiful sandy beaches of Mactan Beach. Cebu Mactan International Airport is a 20-minute drive away with shuttle services available at a surcharge. -Sedan car (4 pax max) 500 php -Van (15 seats max) 800 php Pick up only. Featuring a balcony, brightly coloured air-conditioned rooms are furnished with a cable flat-screen TV, a seating area and a personal safe. A shower and free bath amenities are included in the en suite bathroom. Guests can enjoy a traditional massage or indulge in diving activities at a surcharge. A 24-hour reception can assist with luggage storage and free private parking facilities. Europa Hotel’s in-house restaurant, Albertoo’s Pizza, will serve a selection of international dishes. Room service options are available as well.  View House Rules  ",10,4.0,Hotel,9.0,Hotel Europa Cebu,US$12.36,5.6,Rating,4,6.0,"Free Parking, Free WiFi, Adaptors, Air Conditioning, Breakfast Not Included, Cable TV, Outdoor Terrace, Reading Light, Safe Deposit Box, 24 Hour Reception, 24 Hour Security, Luggage Storage, Tea & Coffee Making Facilities",8.0,4.0
7.0,Cebu,8.0,Philippines,"D522 at Kiener Hills - Hotel Near Cebu Airport. A cool place to meet fellow travelers, get work done, be your launching pad from Cebu or any combination of the above. There is basically no location closer to the airport. It's conveniently just five minutes away from the Mactan-Cebu International Airport and a few minutes away from malls and restaurants. D522 is more than just a regular hostel in Mactan. Our shared lounge area, allows guests to interact with other travelers, share stories over a cup of coffee or a slice of pizza. It's a small space for discussion, creative thinking or fun chitchat with other guests. Internet connection is fast and FREE so our guests can do their emails or make VOIP calls anytime. Our shared kitchen is also available for guests who want to just eat inside the hostel or have food delivered. While staying with us, we make sure we give our guests the kind of hospitality the Filipinos are known for -- we make sure you feel secure, comfortable and at home. Terms and Conditions: Free Cancellation:  3 Days before the arrival without being charged by the property Check in from 1:00 PM Check out Before 11:00 AM Payment on Arrival: Cash and Credit Card, but extra Charge for credit card service fee. Tax Not Included, City tax 0.75 %, VAT 12 % Breakfast Not Included No Smoking in the whole hostel Age Restriction:18yrs+ if traveling alone, children are welcome with parents Reception working hours 24/7  View House Rules  ",9,7.0,Hotel,7.0,D522 at Kiener Hills - Hotel Near Cebu Airport,US$18.19,7.0,Very Good,2,8.0,"Free Parking, Free WiFi, Towels Included, Air Conditioning, Elevator, Hair Dryers, Hot Showers, Outdoor Swimming Pool, Parking, 24 Hour Reception, Housekeeping, Wi-Fi",7.0,5.0
7.0,Cebu,8.0,Philippines,"Located in Cebu City, Bugoy Bikers Bed & Breakfast provides basic and comfy accommodation with free WiFi access in the entire property. It operates a 24-hour front desk and offers free usage of the computer in the common lounge area. Featuring lush green gardens, the property is just 600 m from JY Square. Ayala Centre Cebu and Fuente Osmena Circle are a 5 min taxi ride away. Simply furnished, rooms come with a fan, linens and shared bathroom facilities. Select rooms include air conditioning, a clothes rack and TV. At Bugoy Bikers Bed & Breakfast, friendly staff can assist with luggage storage, laundry services and tour arrangements. Guests may also enjoy activities such as hiking and cycling. ***Property Policies & Conditions: Cancellation policy: 1 day before arrival. In case of a late cancellation or No Show, you will be charged the first night of your stay. Check in from 14:00 to 23:00 . Reception opening hours:    24 hours Check out before 12:00 . Payment upon arrival by cash. Taxes included. Breakfast not included. No curfew. We do not accept customers younger than  18 years of age in dorm room. Children in private rooms: 0 - 11 years: Complimentary Can use an extra bed upon request 12+ years: ₱ 500 per person, per night Can use an extra bed upon request Pets are not allowed. Non-smoking room but with designated smoking area within the premise.  View House Rules  ",1.3,8.0,Hostel,6.0,Bugoybikers in Cebu City,US$7.91,7.9,Very Good,128,9.0,"Free City Maps, Free Internet Access, Free Parking, Free WiFi, Towels Included, Air Conditioning, Bicycle Parking, Book Exchange, Breakfast Not Included, Common Room, Cooker, Fridge/Freezer, Hot Showers, Outdoor Terrace, Parking, 24 Hour Reception, 24 Hour Security, Airport Transfers, Bicycle Hire, Currency Exchange, Express check-in / out, Housekeeping, Internet Access, Late check-out, Laundry Facilities, Luggage Storage, Tours/Travel Desk, Wake-up calls, Bar, Cafe, Meals Available, Restaurant, Tea & Coffee Making Facilities, Board Games, Wi-Fi",8.0,9.0
4.0,Cebu,4.0,Philippines,"Bunks Hostel is a small  budget dormitory hostel in Metro Cebu. All beds are bunk beds that caters for solo travellers and groups. We have a small common area and roof deck where you can sit, relax and meet new friends. The location has a lot to offer,  located at the city centre  where  restaurants, bars  and banks are  just a few steps  away. Eating will never be a problem. So if you are looking for a basic accommodation and on a budget, but with a great location, Bunks Hostel is the right place for you. ***Property Policies & Conditions: 1. Cancellation policy: 3 days before arrival. 2. Check in from 14:00 to 23:00. 3. Check out before 12:00 noon. 4. Payment upon arrival by cash only. 5. Reception working hours: 24 hours. 6. Age Restriction: 18+. 7. Taxes included. 8. Breakfast not included. 9. No pets. 10. Smoking is allowed in designed area.  View House Rules  ",3.8,8.0,Hostel,6.0,Bunks Hostel,US$7.91,6.0,Good,75,6.0,"Free Internet Access, Free WiFi, Towels Included, Air Conditioning, Breakfast Not Included, Cable TV, Ceiling Fan, Common Room, Iron / Ironing Board, Reading Light, 24 Hour Reception, Luggage Storage",10.0,4.0
,Manila,,Philippines,"Hotel Rosemarie is a reasonable affordable hotel located at the center of Manila.  The hotel  has 155 rooms, all with private shower and bathroom, wifi and hi speed internet, cable TV,  clean bathroom and linens, 24 hour front desk, ample parking and a restaurant-bar located on the ground floor.  It is less than two kilometers from the airport (Terminals 3 and 4, while Terminals 1 and 2 are 2.5 kms away). Also located 1.5 kms away is entertainment city of which casinos such as Solaire, Okada and City of Dreams are located.  Mall of Asia is 1.5 kms away.  Bus station terminals to any part of the Philippines are located just beside and in front of the hotel.  Hotel Rosemarie is definitely a hotel worth staying at while in Manila. Terms and conditions: Cancellation policy: 2 days before arrival. In case of a late cancellation or No Show, you will be charged the first night of your stay. Check in from 14:00 to 23:00 . Check out before 12:00 . 24 hours reception desk. Payment upon arrival by cash. Taxes included. Breakfast not included. No curfew. Lock out from 00:00 until 00:00. Child friendly (Below 6 years old free) Non smoking but have a smoking area.  View House Rules  ",7.6,,Hotel,,Hotel Rosemarie Pasay,US$14.09,,No Rating,0,,"Free WiFi, Linen Included, Towels Included, Breakfast Not Included, 24 Hour Reception, 24 Hour Security, Housekeeping, Meals Available, Wi-Fi",,
9.0,Manila,10.0,Philippines,"MySpace Hotel @BGC is located within the Bonifacio Global City, currently the Philippines' most vibrant city to live, work and play. The hotel is nestled in a safe, secured, and quiet neighborhood giving you a modern yet homey feel. Whether for business, pleasure, or both, MySpace Hotel is the perfect rest-stop. The hotel offers  Standard Double Rooms, De Luxe Rooms, Supreme Triple Rooms and Suite. The hotel's unique color of fuchsia pink and purple makes it easily distinguishable. Always expect a warm and friendly welcome from the staff of MySpace. Clean rooms, warm and friendly staff, not to mention, their very affordable rates make your stay  in MySpace worthwhile. You'll keep coming back over and over again. We are strictly a non-smoking property. Terms and conditions: Cancellation policy: 2 days before arrival. In case of a late cancellation or No Show, you will be charged the first night of your stay. Check in from 14:00 to 23:00 . Check out before 12:00 . Reception hours is 24 hours. Payment upon arrival by cash. Taxes included. Breakfast buffet may be availed at the facility. No curfew. Child friendly but are only allowed in private rooms. Non smoking but have designated smoking area. Refundable security deposit of 2000 pesos will be requested upon check-in.  View House Rules  ",10.5,9.0,Hotel,8.0,MySpace Hotel @ BGC,US$14.73,9.1,Superb,2,10.0,"Free Parking, Free WiFi, Linen Included, Towels Included, Adaptors, Air Conditioning, Cable TV, Elevator, Hair Dryers, Hot Showers, Key Card Access, Parking, Reading Light, Safe Deposit Box, Wheelchair Friendly, 24 Hour Reception, 24 Hour Security, Business Centre, Express check-in / out, Fax Service, Housekeeping, Room service (limited hours), Wake-up calls, Bar, Café, Meals Available, Mini-Supermarket, Restaurant, Wi-Fi",9.0,9.0
4.0,Manila,5.0,Philippines,"Hometel – Edsa by HometownPH is a reasonably priced, clean, customer-friendly, very accessible place to stay in Metro Manila.  It has 19 rooms suited to your needs with all the basic amenities. HometownPH Hotels are budget hotels/hostels where customers feel at home, easy on the pocket, strategic and accessible but customer service is important It’s for the young, casual, transient, travelers and/or backpackers where they can have common areas to relax and unwind, but inside, they will have all the basic services of a hotel. The place tells you everything about the city or town where it is located.  Inside, you will see galleries, maps and guides on where to go, what to do, what and where to eat, how to commute and the staff are friendly and well versed of their place.  They go an extra mile for you and give you tips on how to enjoy that place.  View House Rules  ",8,6.0,Hotel,7.0,Hometown Hotel Makati - Edsa,US$8.90,6.3,Good,58,8.0,"Free Internet Access, Free Parking, Towels Included, Adaptors, Air Conditioning, Cable TV, Card Phones, Hot Showers, Parking, 24 Hour Reception, 24 Hour Security, Airport Transfers, Internet Access, Late check-out, Reception (limited hours), Tea & Coffee Making Facilities",9.0,5.0
6.0,Manila,6.0,Philippines,"Guaranteed to be at the BEST LOCATION, Urban Hostel Makati is the Best starting point in your Manila stop. We are literally 30 seconds walk from malls, convenience stores, pub district, bars, night markets, business district, and other tourist attractions. We offer the best quality and best valued accommodation for travelers on a budget!  View House Rules  ",7.1,6.0,Hostel,10.0,Urban Hostel Makati,US$7.02,7.6,Very Good,63,8.0,"Free City Maps, Adaptors, Air Conditioning, Common Room, Hot Showers, Outdoor Terrace, Security Lockers, Self-Catering Facilities, 24 Hour Reception, 24 Hour Security, Internet Access, Luggage Storage, Mini-Supermarket",8.0,9.0
4.0,Manila,6.0,Philippines,"Conveniently located at the centre of two bustling party districts, Makati and Bonifacio Global City, The Fort Hotel promises to be your perfect starting point around the must sees of Metro Manila and beyond. We are just a few minutes away from the shopping centers, offices, embassies, bars and clubs, museums, and other establishments. This budget hotel is located right in the city center at a very reasonable price! The Fort Budget Hotel is located in a brand new building (not a converted house) with 24-hour security guards, and 24-hour elevator service. Each room is as big as 40 square meters, very spacious and well ventilated compared to other hostels! Our beds have 8-inch high quality mattress, soft feather pillows, and high grade bed sheets. Every guest has a big cabinet, not lockers, with security lock enough to fit their entire luggage. Each room has a spacious private toilet with bidet and water heater.  View House Rules  ",9.4,4.0,Hostel,4.0,The Fort Hostel,US$7.71,5.1,Rating,196,4.0,"Free City Maps, Free Internet Access, Free WiFi, Linen Included, Adaptors, Air Conditioning, BBQ, Book Exchange, Cable TV, Ceiling Fan, Common Room, Elevator, Hair Dryers For Hire, Hot Showers, Jobs Board, Key Card Access, Meeting Rooms, Parking, Safe Deposit Box, Security Lockers, Self-Catering Facilities, 24 Hour Reception, 24 Hour Security, Airport Transfers, Currency Exchange, Housekeeping, Internet Access, Laundry Facilities, Luggage Storage, Shuttle Bus, Tours/Travel Desk, Bar, Cafe, Mini-Supermarket, Tea & Coffee Making Facilities, DVD's, Games Room, Nightclub",8.0,6.0
2.0,Manila,2.0,Philippines,"Bahay na Marino is a budget hostel located in the Manila. This property is intended for our Seafarers and OFW's. And Bahay ng Marino is a budget hostel is offering a budget hostel for all with limited service. Bahay ng Marino is also a budget hostel that the amenities is limited only. At the hostel, offer a shared lounge area that our guest can watch tv. All rooms have a shared bathroom, while some feature a city view. A And we are located on the old Manila tourist spot in the Philippines like Intramuros, Luneta park, Fort Santiago and Manila Ocean Park. And Bahay ng Marino is equipped of air-conditioning room and a Fan room that is 2 story building. ***Property Policies & Conditions: 1. Cancellation policy: 7 days before arrival. 2. Check in from 14:00 to 23:00. 3. Check out before 12:00 noon. 4. Payment upon arrival by cash only. 5. Reception working hours 09:00-23:00. 6. Age Restriction: 18+. 7. Taxes included. 8. Breakfast not included. 9. No pets.  View House Rules  ",1.7,2.0,Hostel,2.0,Bahay ng Marino,US$6.92,3.7,Rating,6,2.0,"Free Parking, Linen Included, Air Conditioning, Breakfast Not Included, Ceiling Fan, Outdoor Terrace, Parking, Security Lockers, Towels Not Included, 24 Hour Reception, 24 Hour Security, Late check-out, Luggage Storage, Tea & Coffee Making Facilities",6.0,10.0
10.0,Manila,10.0,Philippines,"Leez Inn Makati Take a breather from the bustle of the city by staying at Leez Inn in Makati City, Philippines. Offering one of the more affordable accommodations in the area, the inn offers travelers a comfortable and accessible retreat in Makati. Spend a night or two with us and see how practicality and sensibility converge in our rooms. Each one is a welcoming space that presents a peaceful setting bathe is cool blues and grays. Meanwhile, the services we offer may be basic, but they are provided with a level of professionalism as those found in luxury hotels. Our most noteworthy feature, though, is our prime location. Surrounded by tourist attractions and key places of interest, our modest inn stands along the popular P Guanzon Street where many posh bars and restaurants are found. With all these indispensable offerings from Leez Inn, you can always expect that your visit to the central vibrant will be a gratifying experience. Terms and conditions: Cancellation policy: 1 day before arrival. All booking balance are non-refundable. (You would need to contact the property after your booking is confirmed to settle the  balance payment. Failure might cause for booking cancellation or not honored). Check-in from 14:00 to 23: 00. Check out before 12: 00. Reception hours: 24 hours Security: 24 hours Payment upon arrival by cash, credit cards. Taxes included. breakfast is not included(provide with additional cost) We do not accept customers younger than 18 years of age. All rooms are good for 2 persons. One (1) child 0-5 yrs old can stay for free as long as sharing bed with parents (Please provide valid ID of the child). Extra-person charge of Php900.00 per person will apply if more than the standard occupancy will check-in. Please present valid ID's to the front desk together with the booking confirmation upon check-in. Incidental deposit is required upon check-in, refundable upon check-out. Non-smoking. No curfew.  View House Rules  ",3.4,10.0,Hotel,6.0,Leez Inn Makati,US$34.61,9.1,Superb,4,8.0,"Free WiFi, Linen Included, Towels Included, Adaptors, Air Conditioning, Elevator, Hot Showers, Key Card Access, Safe Deposit Box, 24 Hour Reception, 24 Hour Security, Concierge, Fax Service, Housekeeping, Luggage Storage, Room Service  (24 hours), Tours/Travel Desk, Wake-up calls, Restaurant, Wi-Fi",10.0,10.0
